|Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|Unnamed: 0.1.1.1|Unnamed: 0.1.1.1.1|Unnamed: 0.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1|Unnamed: 0.1.1.1.1.1.1.1.1.1|index|Loan_ID|Gender|Married|Dependents|Education|Self_Employed|ApplicantIncome|CoapplicantIncome|LoanAmount|Loan_Amount_Term|Credit_History|Property_Area|Loan_Status
344|344|344|344|344|344|344|344|344|ù*ùfsfsf///|344.0|344|LP002128|Male|Yes|2|Graduate||2583|2330.0|125.0|360.0|1.0|Rural|Y
345|345|345|345|345|345|345|345|345|345|345.0|345|LP002129|Male|Yes|0|Graduate|No|2499|2458.0|160.0|360.0|1.0|Semiurban|Y
346|346|346|346|346|346|346|346|346|346|346.0|None|LP002130|Male|||Not Graduate|No|3523|3230.0|152.0|360.0|0.0|Rural|N
347|347|347|347|347|347|347|347|347|347|347.0|347|LP002131|Male|Yes|2|Not Graduate|No|3083|2168.0|126.0|360.0|1.0|Urban|Y
348|348|348|348|348|348|348|348|348|348|348.0|348|LP002137|Male|Yes|0|Graduate|No|6333|4583.0|259.0|360.0||Semiurban|Y
349|349|349|349|349|349|349|courage!!!|349|349|349.0|349|LP002138|Male|Yes|0|Graduate|No|2625|6250.0|187.0|360.0|1.0|Rural|Y
350|350|350|350|350|350|350|350|350|350|hello|350|LP002139|Male|hello|0|Graduate|No|9083|0.0|228.0|360.0|1.0|Semiurban|Y
351|351|351|351|351|351|351|351|351|351|351.0|351|LP002140|Male||0|Graduate|No|8750|4167.0|308.0|360.0|1.0|Rural|N
352|352|352|352|352|352|352|352|352|352|352.0|352|LP002141|Male|Yes|3+|Graduate|No|2666|2083.0|95.0|360.0|1.0|Rural|Y
353|353|353|353|353|353|353|353|353|353|353.0|353|LP002142|Female|Yes|0|Graduate|Yes|5500|0.0|105.0|360.0|0.0|Rural|N
354|354|354|354|354|354|354|354|354|354|354.0|354|LP002143|Female|hello|0|Graduate|No|2423|505.0|130.0|360.0|1.0|Semiurban|Y
355|355|355|355|355|355|355|355|355|courage!!!|355.0|Allez au boulot ! :)|LP002144|Female|No||Graduate|No|3813|0.0|116.0|180.0|1.0|Urban|Y
356|356|356|356|356|356|Allez au boulot ! :)|356|356|356|356.0|356|LP002149|Male|Yes|2|Graduate|No|8333|3167.0|165.0|360.0|1.0|Rural|Y
357|357|357|357|357|357|357|357|357|357|Allez au boulot ! :)|357|LP002151|Male|Yes|1|Graduate|No|3875|0.0|67.0|360.0|1.0|Urban|N
358|358|358|358|358|358|358|358|358|Allez au boulot ! :)|358.0|358|LP002158|Male|Yes|0|Not Graduate|No|3000|1666.0|100.0|480.0|0.0|Urban|N
359|359|359|359|359|359|Allez au boulot ! :)|359|359|359|359.0|359|LP002160|Male|Yes|3+|Graduate|No|5167|3167.0|200.0|360.0|1.0|Semiurban|Y
360|360|360|360|360|360|360|360|360|360|360.0|360|LP002161|Female|No|1|Graduate|No|4723|0.0|81.0|360.0|1.0|Semiurban|N
361|361|361|361|361|361|361|361|361|Allez au boulot ! :)|361.0|361|LP002170|Male|Yes|2|Graduate|No|5000|3667.0|236.0|360.0|1.0|Semiurban|Y
362|362|362|362|362|362|362|362|362|362|362.0|362|LP002175|Male|Yes|0|Graduate|No|4750|2333.0|130.0|360.0|1.0|Urban|Y
363|363|363|363|363|363|363|363|363|363|363.0|363|LP002178|Male|Yes|0|Graduate|No|3013|3033.0|95.0|300.0||Urban|Y
364|364|364|364|364|364|55555555555|364|364|364|364.0|364|LP002180|Male|No|0|Graduate|Yes|6822|0.0|141.0|360.0|1.0|Rural|Y
365|365|365|365|365|365|365|365|Allez au boulot ! :)|365|365.0|365|LP002181|Male|No|0|Not Graduate|No|6216|0.0|133.0|360.0|1.0|Rural|N
366|366|366|366|366|366|366|366|366|366|Allez au boulot ! :)||LP002187|Male|No|0|Graduate|No|2500|0.0|96.0|480.0|1.0|Semiurban|N
367|367|367|367|367|367|367|367|367|367|367.0|367|LP002188|Male|No|0|Graduate|No|5124|0.0|124.0||0.0|Rural|N
368|368|368|368|368|368|368|368|368|368|368.0|368|LP002190|None|Yes||Graduate|No|6325|0.0|175.0|360.0|1.0|Semiurban|Y
369|369|369|369|369|369|369|369|369|ù*ùfsfsf///|369.0|369|LP002191|Male|Yes|0|Graduate|No|19730|5266.0|570.0|360.0|1.0|Rural|N
370|370|370|370|370|370|370|courage!!!|370|370|370.0|370|LP002194|Female|No||Graduate|Yes|15759|0.0|55.0|360.0|1.0|Semiurban|Y
371|371|371|371|371|Allez au boulot ! :)|Allez au boulot ! :)|371|371|371|371.0|371|LP002197|Male|Yes|2|Graduate|No|5185|0.0|155.0|360.0|1.0|Semiurban|Y
372|372|372|372|372|372|372|372|372|372|hello|372|LP002201|Male|Yes|2|Graduate|Yes|9323|7873.0|380.0|300.0|1.0|Rural|Y
373|373|373|373|373|373|Allez au boulot ! :)|373|373|373|373.0|373|LP002205|Male|hello|1|Graduate|No|3062|1987.0|111.0|180.0|0.0|Urban|N
374|374|374|374|374|374|374|374|Allez au boulot ! :)|374|374.0|374|LP002209|Female|No|0|Graduate||2764|1459.0|110.0|360.0|1.0|Urban|Y
375|375|375|375|375|375|55555555555|375|375|375|hello|375|LP002211|Male|Yes|0|Graduate|No|4817|923.0|120.0|180.0|1.0|Urban|Y
376|376|376|376|376|376|376|376|Allez au boulot ! :)|376|courage!!!|376|LP002219|Male|Yes|3+|Graduate|No|8750|4996.0|130.0|360.0|1.0|Rural|Y
377|377|377|377|377|377|377|377|Allez au boulot ! :)|377|377.0|Allez au boulot ! :)|LP002223|Male|Yes|0|Graduate|No|4310|0.0|130.0|360.0||Semiurban|Y
378|378|378|378|378|378|Allez au boulot ! :)|378|378|378|378.0|378|LP002224|Male|No|0|Graduate|No|3069|0.0|71.0|480.0|1.0|Urban|N
379|379|379|379|379|379|379|379|379|0|379.0|379|LP002225|Male|None|2|Graduate|No|5391|0.0|130.0|360.0|1.0|Urban|Y
380|380|380|380|380|380|380|380|380|380|380.0|380|LP002226|Male|Yes|0|Graduate||3333|2500.0|128.0|360.0|1.0|Semiurban|Y
381|381|381|381|381|381|381|381|381|381|381.0|381|LP002229|Male|No|0|Graduate|No|5941|4232.0|296.0|360.0|1.0|Semiurban|Y
382|382|382|382|382|382|382|382|382|382|382.0|382|LP002231|Female|No|0|Graduate|No|6000|0.0|156.0|360.0|1.0|Urban|Y
383|383|383|383|383|383|383|383|383|383|hello|383|LP002234|None|No|0|Graduate|Yes|7167|0.0|128.0|360.0|1.0|Urban|Y
384|384|384|384|384|384|384|384|384|0|384.0|384|LP002236|None|Yes|2|Graduate|No|4566|0.0|100.0|360.0|1.0|Urban|N
385|385|385|385|385|385|385|385|385|385|385.0|385|LP002237|Male|No|1|Graduate||3667|0.0|113.0|180.0|1.0|Urban|Y
386|386|386|386|386|386|386|386|386|386|386.0|None|LP002239|Male|No|0|Not Graduate|No|2346|1600.0|132.0|360.0|1.0|Semiurban|Y
387|387|387|387|387|387|387|Allez au boulot ! :)|387|387|387.0|387|LP002243|Male|Yes|0|Not Graduate|No|3010|3136.0||360.0|0.0|Urban|N
388|388|388|388|388|388|388|388|388|388|hello|388|LP002244|Male|Yes|0|Graduate|No|2333|2417.0|136.0|360.0|1.0|Urban|Y
389|389|389|389|389|389|389|courage!!!|389|389|389.0|389|LP002250|Male|hello|0|Graduate|No|5488|0.0|125.0|360.0|1.0|Rural|Y
390|390|390|390|390|390|390|390|390|390|390.0|390|LP002255|Male|No|3+|Graduate|No|9167|0.0|185.0|360.0|1.0|Rural|Y
391|391|391|391|391|391|391|391|391|391|391.0|391|LP002262|Male|Yes|3+|Graduate|No|9504|0.0|275.0|360.0|1.0|Rural|Y
392|392|392|392|392|392|392|392|392|392|392.0|392|LP002263|Male|Yes|0|Graduate|No|2583|2115.0|120.0|360.0||Urban|Y
393|393|393|393|393|393|393|393|393|393|393.0|393|LP002265|Male|Yes|2|Not Graduate|No|1993|1625.0|113.0|180.0|1.0|Semiurban|Y
394|394|394|394|394|394|Allez au boulot ! :)|394|394|394|394.0|394|LP002266|Male|Yes|2|Graduate|No|3100|1400.0|113.0|360.0|1.0|Urban|Y
395|395|395|395|395|Allez au boulot ! :)|395|395|395|395|395.0|None|LP002272|Male|Yes|2|Graduate|No|3276|484.0|135.0|360.0||Semiurban|Y
396|396|396|396|396|396|396|Allez au boulot ! :)|396|396|396.0|396|LP002277|Female|No|0|Graduate|No|3180|0.0|71.0|360.0|0.0|Urban|N
397|397|397|397|397|397|Allez au boulot ! :)|Allez au boulot ! :)|courage!!!|397|397.0|397|LP002281|Male|Yes|0|Graduate|No|3033|1459.0|95.0|360.0|1.0|Urban|Y
398|398|398|398|398|398|398|398|398|55555555555|398.0|398|LP002284|Male|No|0|Not Graduate|No|3902|1666.0|109.0|360.0|1.0|Rural|Y
399|399|399|399|399|399|Allez au boulot ! :)|399|399|399|399.0|399|LP002287|Female|No|0|Graduate|No|1500|1800.0|103.0|360.0|0.0|Semiurban|N
400|400|400|400|400|400|400|400|400|400|400.0|400|LP002288|Male|hello|2|Not Graduate|No|2889|0.0|45.0|180.0|0.0|Urban|N
401|401|401|401|401|401|401|401|401|401|401.0||LP002296|Male|No||Not Graduate|No|2755|0.0|65.0|300.0|1.0|Rural|N
402|402|402|402|402|402|402|402|402|402|402.0|402|-400|Male|No|0|Graduate|No|2500|20000.0|103.0|360.0|1.0|Semiurban|Y
403|403|403|403|403|403|403|403|403|403|403.0|403|LP002300|Female|No|0|Not Graduate|No|1963|0.0|53.0|360.0|1.0|Semiurban|Y
404|404|404|404|404|404|404|404|404|404|404.0|404|LP002301|Female|No|0|Graduate|Yes|7441|0.0|194.0|360.0|1.0|Rural|N
405|405|405|405|405|405|405|405|405|ù*ùfsfsf///|405.0|405|LP002305|Female||0|Graduate|No|4547|0.0|115.0|360.0|1.0|Semiurban|Y
406|406|406|406|406|406|406|406|Allez au boulot ! :)|406|406.0|406|LP002308|Male|Yes|0|Not Graduate|No|2167|2400.0|115.0|360.0|1.0|Urban|Y
407|407|407|407|407|407|407|407|407|407|hello|407|LP002314|Female|No|0|Not Graduate|No|2213|0.0|66.0|360.0|1.0|Rural|Y
408|408|408|408|408|408|408|Allez au boulot ! :)|408|408|408.0|408|LP002315|Male|hello|1|Graduate|No|8300|0.0|152.0|300.0|0.0|Semiurban|N
409|409|409|409|409|409|409|409|409|409|409.0|409|LP002317|Male|Yes|3+|Graduate|No|81000|0.0|360.0|360.0|0.0|Rural|N
410|410|410|410|410|410|410|410|410|410|410.0|410|LP002318|Female|No|1|Not Graduate|Yes|3867|0.0|62.0|360.0|1.0|Semiurban|N
411|411|411|411|411|411|Allez au boulot ! :)|411|411|411|411.0|411|LP002319|Male|Yes||Graduate||6256|0.0|160.0|360.0||Urban|Y
412|412|412|412|412|412|412|412|412|Allez au boulot ! :)|412.0|412|LP002328|Male|Yes||Not Graduate|No|6096|0.0|218.0|360.0|0.0|Rural|N
413|413|413|413|413|413|413|413|413|413|413.0|413|LP002332|Male|Yes|0|Not Graduate|No|2253|2033.0|110.0|360.0|1.0|Rural|Y
414|414|414|414|414|414|414|414|414|414|414.0|ù*ùfsfsf///|LP002335|Female|Yes|0|Not Graduate|No|2149|3237.0|178.0|360.0|0.0|Semiurban|N
415|415|415|415|415|415|415|415|415|415|415.0|415|LP002337|Female|No|0|Graduate|No|2995|0.0|60.0|360.0|1.0|Urban|Y
416|416|416|416|416|416|416|416|416|ù*ùfsfsf///|416.0|None|LP002341|Female|No|1|Graduate|No|2600|0.0|160.0|360.0|1.0|Urban|N
417|417|417|417|417|417|417|417|417|417|Allez au boulot ! :)|417|LP002342|Male|hello|2|Graduate|Yes|1600|20000.0|239.0|360.0|1.0|Urban|N
418|418|418|418|418|418|418|418|418|418|418.0|None|LP002345|Male|Yes|0|Graduate|No|1025|2773.0|112.0|360.0|1.0|Rural|Y
419|419|419|419|419|419|419|419|419|419|419.0|ù*ùfsfsf///|LP002347|Male|Yes|0|Graduate|No|3246|1417.0|138.0|360.0|1.0|Semiurban|Y
420|420|420|420|420|420|420|420|420|420|420.0|420|LP002348|Male|Yes|0|Graduate|No|5829|0.0|138.0|360.0|1.0|Rural|Y
421|421|421|421|421|421|421|421|421|421|421.0|None|LP002357|Female|No|0|Not Graduate|No|2720|0.0|80.0||0.0|Urban|N
422|422|422|422|422|422|Allez au boulot ! :)|422|422|422|Allez au boulot ! :)|None|LP002361|Male|Yes|0|Graduate|No|1820|1719.0|100.0|360.0|1.0|Urban|Y
423|423|423|423|423|423|Allez au boulot ! :)|423|423|423|423.0|423|LP002362|Male|Yes|1|Graduate|No|7250|1667.0|110.0||0.0|Urban|N
424|424|424|424|424|424|424|424|Allez au boulot ! :)|424|424.0|424|LP002364|Male|Yes|0|Graduate|No|14880|0.0|96.0|360.0|1.0|Semiurban|Y
425|425|425|425|425|425|425|425|425|425|425.0|425|LP002366|Male|Yes|0|Graduate|No|2666|4300.0|121.0|360.0|1.0|Rural|Y
426|426|426|426|426|426|426|426|426|426|426.0|426|LP002367|Female|No|1|Not Graduate|No|4606|0.0|81.0|360.0|1.0|Rural|N
427|427|427|427|427|427|427|427|427|Allez au boulot ! :)|427.0||LP002368|Male|Yes|2|Graduate|No|5935|0.0|133.0|360.0|1.0|Semiurban|Y
428|428|428|428|428|428|428|428|Allez au boulot ! :)|428|428.0|428|LP002369|Male|Yes|0|Graduate|No|2920|16.12000084|87.0|360.0|1.0|Rural|Y
429|429|429|429|429|429|429|429|429|55555555555|429.0|429|LP002370|Male|No|0|Not Graduate|No|2717|0.0|60.0|180.0|1.0|Urban|Y
430|430|430|430|430|430|430|430|430|430|430.0|430|LP002377|Female|No|1|Graduate|Yes|8624|0.0|150.0|360.0|1.0|Semiurban|Y
431|431|431|431|431|431|Allez au boulot ! :)|431|431|431|431.0|431|LP002379|Male|No|0|Graduate|No|6500|0.0|105.0|360.0|0.0|Rural|N
432|432|432|432|432|432|432|432|432|432|432.0|Allez au boulot ! :)|LP002386|Male|No|0|Graduate||12876|0.0|405.0|360.0|1.0|Semiurban|Y
433|433|433|433|433|433|433|433|433|433|433.0|433|LP002387|Male|Yes|0|Graduate|No|2425|2340.0|143.0|360.0|1.0|Semiurban|Y
434|434|434|434|434|434|434|434|434|434|434.0|434|LP002390|Male|No|0|Graduate|No|3750|0.0|100.0|360.0|1.0|Urban|Y
435|435|435|435|435|435|Allez au boulot ! :)|435|435|435|435.0|435|LP002393|Female|||Graduate|No|10047|0.0||240.0|1.0|Semiurban|Y
436|436|436|436|436|436|436|436|436|Allez au boulot ! :)|436.0|None|LP002398|None|No|0|Graduate|No|1926|1851.0|50.0|360.0|1.0|Semiurban|Y
437|437|437|437|437|437|437|437|437|Allez au boulot ! :)|437.0|437|LP002401|Male|Yes|0|Graduate|No|2213|1125.0||360.0|1.0|Urban|Y
438|438|438|438|438|438|438|438|438|courage!!!|438.0|438|LP002403|Male|No|0|Graduate|Yes|10416|0.0|187.0|360.0|0.0|Urban|N
439|439|439|439|439|439|439|439|439|439|439.0|439|LP002407|Female|Yes|0|Not Graduate|Yes|7142|0.0|138.0|360.0|1.0|Rural|Y
440|440|440|440|440|440|440|440|440|440|440.0|440|LP002408|Male|No|0|Graduate|No|3660|5064.0|187.0|360.0|1.0|Semiurban|Y
441|441|441|441|441|441|Allez au boulot ! :)|441|441|441|441.0|441|LP002409|Male|Yes|0|Graduate|No|7901|1833.0|180.0|360.0|1.0|Rural|Y
442|442|442|442|442|442|442|442|442|442|442.0|442|LP002418|Male|No|3+|Not Graduate|No|4707|1993.0|148.0|360.0|1.0|Semiurban|Y
443|443|443|443|443|443|443|443|443|Allez au boulot ! :)|443.0|443|LP002422|Male|No|1|Graduate|No|37719|0.0|152.0|360.0|1.0|Semiurban|Y
444|444|444|444|444|444|444|444|444|444|444.0|444|LP002424|Male|Yes|0|Graduate|No|7333|8333.0|175.0|300.0||Rural|Y
445|445|445|445|445|Allez au boulot ! :)|Allez au boulot ! :)|445|445|445|445.0|445|LP002429|Male|Yes|1|Graduate|Yes|3466|1210.0|130.0|360.0|1.0|Rural|Y
446|446|446|446|446|446|446|446|Allez au boulot ! :)|446|446.0|446|LP002434|Male|Yes|2|Not Graduate|No|4652|0.0|110.0|360.0|1.0|Rural|Y
447|447|447|447|447|447|447|447|447|447|447.0|447|LP002435|Male|Yes|0|Graduate||3539|1376.0|55.0|360.0|1.0|Rural|N
448|448|448|448|448|448|448|448|448|448|448.0|448|LP002443|ù*ùfsfsf///|Yes|2|Graduate|No|3340|1710.0|150.0|360.0|0.0|Rural|N
449|449|449|449|449|449|Allez au boulot ! :)|449|449|449|Allez au boulot ! :)|449|-400|Male|No||Not Graduate|Yes|2769|1542.0|190.0|360.0||Semiurban|N
450|450|450|450|450|450|450|450|Allez au boulot ! :)|450|450.0|None|LP002446|Male|None|2|Not Graduate|No|2309|1255.0|125.0|360.0|0.0|Rural|N
451|451|451|451|451|451|451|451|451|451|451.0|None|LP002447|Male||2|Not Graduate|No|1958|1456.0|60.0|300.0||Urban|Y
452|452|452|452|452|452|452|452|452|452|452.0|452|LP002448|Male|Yes|0|Graduate|No|3948|1733.0|149.0|360.0|0.0|Rural|N
453|453|453|453|453|453|Allez au boulot ! :)|453|453|453|453.0|453|LP002449|Male|None|0|Graduate|No|2483|2466.0|90.0|180.0|0.0|Rural|Y
454|454|454|454|454|454|454|454|454|454|454.0|ù*ùfsfsf///|LP002453|Male|No|0|Graduate|Yes|7085|0.0|84.0|360.0|1.0|Semiurban|Y
455|455|455|455|455|455|455|455|courage!!!|455|455.0|455|LP002455|Male|Yes|2|Graduate|No|3859|0.0|96.0|360.0|1.0|Semiurban|Y
456|456|456|456|456|456|456|456|456|456|456.0|456|LP002459|Male|Yes|0|Graduate|No|4301|0.0|118.0|360.0|1.0|Urban|Y
457|457|457|457|457|457|457|457|457|ù*ùfsfsf///|457.0|457|LP002467|None|Yes|0|Graduate|No|3708|2569.0|173.0|360.0|1.0|Urban|N
458|458|458|458|458|458|Allez au boulot ! :)|458|458|458|458.0|458|LP002472|Male|No||Graduate|No|4354|0.0|136.0|360.0|1.0|Rural|Y
459|459|459|459|459|Allez au boulot ! :)|459|459|459|Allez au boulot ! :)|hello|459|LP002473|Male|Yes|0|Graduate|No|8334|0.0|160.0|360.0|1.0|Semiurban|N
460|460|460|460|460|460|460|460|Allez au boulot ! :)|460|460.0|460|LP002478||Yes|0|Graduate|Yes|2083|4083.0|160.0|360.0||Semiurban|Y
461|461|461|461|461|461|461|461|461|461|hello|461|LP002484|Male|Yes|3+|Graduate|No|7740|0.0|128.0|180.0|1.0|Urban|Y
462|462|462|462|462|462|462|462|462|462|462.0|462|LP002487|None|hello|0|Graduate|No|3015|2188.0|153.0|360.0|1.0|Rural|Y
463|463|463|463|463|463|463|463|463|463|463.0|463|LP002489|Female|No|1|Not Graduate||5191|0.0|132.0|360.0|1.0|Semiurban|Y
464|464|464|464|464|464|464|464|464|464|464.0|464|LP002493|Male|No|0|Graduate|No|4166|0.0|98.0|360.0|0.0|Semiurban|N
465|465|465|465|465|465|465|465|465|465|465.0|465|LP002494|Male|No|0|Graduate|No|6000|0.0|140.0|360.0|1.0|Rural|Y
466|466|466|466|466|466|466|466|466|courage!!!|Allez au boulot ! :)|466|LP002500|Male|Yes|3+|Not Graduate|No|2947|1664.0|70.0|180.0|0.0|Urban|N
467|467|467|467|467|467|467|Allez au boulot ! :)|467|467|467.0|467|LP002501|None|Yes|0|Graduate|No|16692|0.0|110.0|360.0|1.0|Semiurban|Y
468|468|468|468|468|468|Allez au boulot ! :)|468|468|468|468.0|468|LP002502|Female||2|Not Graduate||210|2917.0|98.0|360.0|1.0|Semiurban|Y
469|469|469|469|469|469|469|469|469|469|469.0|469|LP002505|Male|Yes|0|Graduate|No|4333|2451.0|110.0|360.0|1.0|Urban|N
470|470|470|470|470|470|470|470|470|470|470.0|470|LP002515|Male|Yes|1|Graduate|Yes|3450|2079.0|162.0|360.0|1.0|Semiurban|Y
471|471|471|471|471|471|471|471|471|471|471.0|471|LP002517|Male|Yes|1|Not Graduate|No|2653|1500.0|113.0|180.0|0.0|Rural|N
472|472|472|472|472|472|472|472|472|472|472.0|472|LP002519|Male|hello|3+|Graduate|No|4691|0.0|100.0|360.0|1.0|Semiurban|Y
473|473|473|473|473|473|473|473|473|473|Allez au boulot ! :)|473|LP002522|Female|No|0|Graduate|Yes|2500|0.0|93.0|360.0||Urban|Y
474|474|474|474|474|474|Allez au boulot ! :)|474|Allez au boulot ! :)|474|474.0|474|LP002524|Male|No|2|Graduate|No|5532|4648.0|162.0|360.0|1.0|Rural|Y
475|475|475|475|475|475|475|475|475|475|475.0|475|LP002527|Male||2|Graduate|Yes|16525|1014.0|150.0|360.0|1.0|Rural|Y
476|476|476|476|476|476|476|476|476|Allez au boulot ! :)|476.0|476|LP002529|Male|Yes|2|Graduate|No|6700|1750.0|230.0|300.0|1.0|Semiurban|Y
477|477|477|477|477|477|Allez au boulot ! :)|477|477|477|477.0|Allez au boulot ! :)|LP002530||Yes|2|Graduate|No|2873|1872.0|132.0|360.0|0.0|Semiurban|N
478|478|478|478|478|478|55555555555|478|478|478|478.0|Allez au boulot ! :)|LP002531|None|Yes|1|Graduate|Yes|16667|2250.0|86.0|360.0|1.0|Semiurban|Y
479|479|479|479|479|479|479|479|Allez au boulot ! :)|479|479.0|ù*ùfsfsf///|LP002533|Male|Yes||Graduate|No|2947|1603.0||360.0|1.0|Urban|N
480|480|480|480|480|480|480|480|courage!!!|Allez au boulot ! :)|480.0|480|LP002534|Female|No|0|Not Graduate|No|4350|0.0|154.0|360.0|1.0|Rural|Y
481|481|481|481|481|481|481|481|Allez au boulot ! :)|481|481.0|481|LP002536|Male|Yes|3+|Not Graduate|No|3095|0.0|113.0|360.0|1.0|Rural|Y
482|482|482|482|482|482|482|482|Allez au boulot ! :)|482|482.0|Allez au boulot ! :)|LP002537|Male|Yes|0|Graduate|No|2083|3150.0|128.0|360.0|1.0|Semiurban|Y
483|483|483|483|483|483|Allez au boulot ! :)|483|483|483|483.0|483|LP002541|Male|Yes|0|Graduate|No|10833|0.0|234.0|360.0|1.0|Semiurban|Y
484|484|484|484|484|484|Allez au boulot ! :)|484|484|484|484.0|484|LP002543|Male|Yes|2|Graduate|No|8333|0.0|246.0|360.0|1.0|Semiurban|Y
485|485|485|485|485|485|485|Allez au boulot ! :)|485|485|hello|485|LP002544|Male|Yes|1|Not Graduate|No|1958|2436.0|131.0|360.0|1.0|Rural|Y
486|486|486|486|486|486|486|Allez au boulot ! :)|Allez au boulot ! :)|486|486.0|ù*ùfsfsf///|LP002545|Male|No|2|Graduate|No|3547|0.0|80.0|360.0|0.0|Rural|N
487|487|487|487|487|487|487|487|487|487|487.0|ù*ùfsfsf///|LP002547|Male|Yes|1|Graduate|No|18333|0.0|500.0|360.0|1.0|Urban|N
488|488|488|488|488|488|488|488|488|488|488.0|Allez au boulot ! :)|LP002555|Male|Yes|2|Graduate|Yes|4583|2083.0|160.0|360.0|1.0|Semiurban|Y
489|489|489|489|489|489|489|489|Allez au boulot ! :)|489|489.0|489|LP002556|Male|No|0|Graduate|No|2435|0.0|75.0|360.0|1.0|Urban|N
490|490|490|490|490|490|490|490|55555555555|490|Allez au boulot ! :)|490|LP002560|Male|No|0|Not Graduate|No|2699|2785.0|96.0|360.0||Semiurban|Y
491|491|491|491|491|491|491|491|491|Allez au boulot ! :)|491.0|491|LP002562|Male|Yes|1|Not Graduate|No|5333|1131.0|186.0|360.0||Urban|Y
492|492|492|492|492|492|492|492|492|492|492.0|492|LP002571|Male|No|0|Not Graduate|No|3691|0.0|110.0|360.0|1.0|Rural|Y
493|493|493|493|493|493|493|493|493|493|493.0|493|-400|Female|No|0|Not Graduate|Yes|17263|0.0|225.0|360.0|1.0|Semiurban|Y
494|494|494|494|494|494|494|494|494|494|494.0|494|LP002585|Male|Yes|0|Graduate|No|3597|2157.0|119.0|360.0|0.0|Rural|N
495|495|495|495|495|495|495|495|495|495|495.0|495|LP002586|Female|Yes|1|Graduate|No|3326|913.0|105.0|84.0|1.0|Semiurban|Y
496|496|496|496|496|496|496|496|496|496|496.0|496|LP002587|Male|Yes|0|Not Graduate|No|2600|1700.0|107.0|360.0|1.0|Rural|Y
497|497|497|497|497|497|Allez au boulot ! :)|497|497|497|497.0|497|LP002588|Male|Yes|0|Graduate|No|4625|2857.0|111.0|12.0||Urban|Y
498|498|498|498|498|498|498|498|498|498|498.0|498|LP002600|Male|Yes|1|Graduate|Yes|2895|0.0|95.0|360.0|1.0|Semiurban|Y
499|499|499|499|499|499|499|499|499|499|499.0|499|LP002602|Male|No|0|Graduate|No|6283|4416.0|209.0|360.0|0.0|Rural|N
500|500|500|500|500|500|Allez au boulot ! :)|500|500|500|500.0|ù*ùfsfsf///|LP002603|Female|No|0|Graduate|No|645|3683.0|113.0|480.0|1.0|Rural|Y
501|501|501|501|501|501|501|501|courage!!!|501|501.0|501|LP002606|Female|No|0|Graduate|No|3159|0.0|100.0|360.0|1.0|Semiurban|Y
502|502|502|502|502|502|Allez au boulot ! :)|502|502|502|courage!!!|502|LP002615|Male|Yes|2|Graduate|No|4865|5624.0|208.0|360.0|1.0|Semiurban|Y
503|503|503|503|503|503|503|503|503|503|503.0|503|-400|Male|Yes|1|Not Graduate|No|4050|5302.0|138.0|360.0||Rural|N
504|504|504|504|504|504|504|Allez au boulot ! :)|504|504|504.0|504|LP002619|Male|Yes|0|Not Graduate|No|3814|1483.0|124.0|300.0|1.0|Semiurban|Y
505|505|505|505|505|Allez au boulot ! :)|505|505|505|505|505.0|505|LP002622|Male|Yes|2|Graduate|No|3510|4416.0|243.0|360.0|1.0|Rural|Y
506|506|506|506|506|506|506|506|506|506|506.0|506|LP002624|Male|hello|0|Graduate|No|20833|6667.0|480.0|360.0||Urban|Y
507|507|507|507|507|507|507|507|507|ù*ùfsfsf///|507.0|None|LP002625||No|0|Graduate|No|3583|0.0|96.0|360.0|1.0|Urban|N
508|508|508|508|508|508|508|508|508|Allez au boulot ! :)|508.0|508|LP002626|Male|Yes|0|Graduate|Yes|2479|3013.0|188.0|360.0|1.0|Urban|Y
509|509|509|509|509|509|509|509|509|509|509.0|ù*ùfsfsf///|LP002634|Female|No|1|Graduate|No|13262|0.0|40.0|360.0|1.0|Urban|Y
510|510|510|510|510|510|510|510|510|510|510.0|510|LP002637|Male|No||Not Graduate|No|3598|1287.0|100.0|360.0|1.0|Rural|N
511|511|511|511|511|511|511|511|Allez au boulot ! :)|511|511.0|511|LP002640|Male|Yes|1|Graduate|No|6065|2004.0|250.0|360.0|1.0|Semiurban|Y
512|512|512|512|512|512|512|55555555555|512|512|512.0|512|LP002643|Male|Yes|2|Graduate|No|3283|2035.0|148.0|360.0|1.0|Urban|Y
513|513|513|513|513|513|513|513|513|513|513.0|ù*ùfsfsf///|LP002648|Male|Yes|0|Graduate|No|2130|6666.0|70.0|180.0|1.0|Semiurban|N
514|514|514|514|514|514|514|514|514|514|514.0|514|LP002652|Male|No|0|Graduate|No|5815|3666.0|311.0|360.0|1.0|Rural|N
515|515|515|515|515|515|55555555555|515|515|515|515.0|Allez au boulot ! :)|LP002659|Male|Yes|3+|Graduate|No|3466|3428.0|150.0|360.0|1.0|Rural|Y
516|516|516|516|516|516|516|516|516|516|516.0|516|LP002670|Female||2|Graduate|No|2031|1632.0|113.0|480.0|1.0|Semiurban|Y
